10,96,3,49,44,3,,,,,,,,,,,,,,,,
Codominant data,,,SCOPARIA,WAPONAHKIKENSIS,TINCTA,,,,,,,,,,,,,,,,
,pop,S082.1,S082.1,S180.1,S180.2,S245.1,S245.2,S119.1,S119.2,S181.1,S181.2,S087.1,S087.2,S177.1,S177.2,S175.1,S175.2,S047.1,S047.2,S128.1,S128.2
Carex_MOR_2094,1,144,144,184,184,199,199,171,171,243,243,209,209,194,194,114,114,240,240,158,158
Carex_MOR_2095,1,144,147,184,184,199,199,165,174,237,243,209,209,186,194,114,114,240,261,158,158
Carex_MOR_2096,1,153,153,184,184,196,196,174,174,243,243,215,215,186,186,114,114,240,240,164,164
Carex_MOR_2097,1,158,158,184,184,199,199,171,171,243,243,209,209,186,186,114,114,245,245,158,158
Carex_MOR_2098,1,147,147,184,184,199,199,177,177,243,243,209,209,194,194,101,101,240,240,158,158
Carex_MOR_951,1,147,147,184,184,208,208,171,171,243,243,209,209,186,186,114,114,269,269,158,158
Carex_MOR_972,1,147,153,184,184,208,208,171,171,243,243,215,218,186,194,114,114,249,249,158,158
Carex_MOR_2056,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2057,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2058,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2059,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2060,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2061,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2062,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2063,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2064,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2065,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2066,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2067,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2068,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2069,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2070,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2072,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2073,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2074,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2075,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2076,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2077,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2078,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2101,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_930,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_931,2,144,144,175,184,193,196,184,184,231,231,212,212,191,191,101,120,229,229,158,158
Carex_MOR_932,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_933,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_934,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_935,2,144,144,184,184,196,196,184,184,231,231,212,212,0,0,0,0,0,0,0,0
Carex_MOR_936,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_937,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_938,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_939,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_940,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_941,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_942,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_943,2,144,144,184,184,196,196,184,184,231,231,212,212,0,0,0,0,0,0,0,0
Carex_MOR_944,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_945,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_946,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_947,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_948,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_949,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_950,2,144,144,184,184,196,196,184,184,231,231,212,212,191,191,120,120,229,229,158,158
Carex_MOR_2071,3,144,144,184,184,193,193,186,186,234,234,203,209,180,180,111,111,218,218,173,173
Carex_MOR_2099,3,144,144,188,188,193,193,186,186,234,234,203,209,180,180,111,111,218,218,173,173
Carex_MOR_2100,3,144,144,188,188,193,193,186,186,234,234,203,209,180,180,111,111,218,218,173,173
